"KpiId","KpiName","Value","DataType","Period","StartDate","EndDate","CollectionFrequency"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2017/2018_Jan","2018-01-01","2018-01-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2017/2018_Feb","2018-02-01","2018-02-28","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2017/2018_Mar","2018-03-01","2018-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2018/2019_Q1","2018-04-01","2018-06-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2018/2019","2018-04-01","2019-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2018/2019_Apr","2018-04-01","2018-04-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2018/2019_May","2018-05-01","2018-05-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2018/2019_Jun","2018-06-01","2018-06-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2018/2019_Q2","2018-07-01","2018-09-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2018/2019_Jul","2018-07-01","2018-07-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2018/2019_Aug","2018-08-01","2018-08-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2018/2019_Sep","2018-09-01","2018-09-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2018/2019_Oct","2018-10-01","2018-10-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2018/2019_Q3","2018-10-01","2018-12-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2018/2019_Nov","2018-11-01","2018-11-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2018/2019_Dec","2018-12-01","2018-12-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2018/2019_Jan","2019-01-01","2019-01-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2018/2019_Q4","2019-01-01","2019-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2018/2019_Feb","2019-02-01","2019-02-28","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2018/2019_Mar","2019-03-01","2019-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2019/2020_Q1","2019-04-01","2019-06-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2019/2020","2019-04-01","2020-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2019/2020_Apr","2019-04-01","2019-04-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2019/2020_May","2019-05-01","2019-05-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2019/2020_Jun","2019-06-01","2019-06-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2019/2020_Q2","2019-07-01","2019-09-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2019/2020_Jul","2019-07-01","2019-07-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2019/2020_Aug","2019-08-01","2019-08-31","Monthly"
